CASEID,EVRMARRY,ONOWN,ONOWN18,PARMARR,INTACT18,MOMFSTCH,EVERSEX,GRFSTSX,SEDBC,PTSB4MAR,USEFSTSX,MTHFSTSX1,RELRAISD,ATTND14,AGER,HIEDUC,RACE,MAR1CON1,B1PREMAR,VRY1STAG,LIFPRTNR,SEX1MTHD1,RELIGION,LABORFOR,TOTINCR,topics_discussed_count,discuss_topic1,discuss_topic2,discuss_topic3,discuss_topic4,discuss_topic5,discuss_topic6,discuss_topic8,premarital
87462,NEVER MARRIED,Yes,Yes,No,No,LESS THAN 18 YEARS,,10th grade,Yes,,NO,,Protestant - No specific denomination,Once a week,18 YEARS,9TH GRADE OR LESS,BLACK,"Has been pregnant, but has never been married",YES,14,4 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,"$35,000-$39,999",5,1,1,1,1,1,0,0,
87467,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,10th grade,Yes,,YES,Condom,No religion,Never,16 YEARS,10TH GRADE,WHITE,,,15,2 PARTNERS,Condom,PROTESTANT,In school,"$100,000 or more",3,0,1,1,0,0,0,1,1
87481,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,Yes,9th grade,Yes,,YES,Condom,Catholic,2-3 times a month,17 YEARS,10TH GRADE,WHITE,,,15,1 PARTNER,Condom,CATHOLIC,In school,"$60,000-$74,999",7,1,1,1,1,1,1,1,1
87484,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Fundamentalist Protestant,More than once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$100,000 or more",6,1,1,0,1,1,1,1,0
87486,NEVER MARRIED,No,No,No,No,18-19 YEARS,Yes,11th grade,Yes,,YES,Condom,Baptist/Southern Baptist,Once a month (about 12 times a year),18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,,,16,13,Condom,PROTESTANT,Not working but looking for work,"$60,000-$74,999",6,1,1,0,1,1,1,1,1
87487,NEVER MARRIED,No,No,No,No,25-29 YEARS,No,,Yes,,,,Baptist/Southern Baptist,Once a week,17 YEARS,11TH GRADE,BLACK,,,,NONE,,PROTESTANT,Working part-time,"$50,000-$59,999",7,1,1,1,1,1,1,1,0
87489,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,No,,Yes,,,,Catholic,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,Working part-time,"$10,000-$12,499",1,1,0,0,0,0,0,0,0
87500,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,,Yes,,YES,Birth control pills,Catholic,Once a week,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,18,4 PARTNERS,Pill,CATHOLIC,Working full-time,"$25,000-$29,999",0,0,0,0,0,0,0,0,
87507,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,10th grade,Yes,,YES,Condom,No religion,Once a week,20 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,16,13,Condom,NO RELIGION,In school,"$100,000 or more",6,1,1,1,1,1,1,0,1
87519,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Catholic,Once or twice a year,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,CATHOLIC,In school,"$75,000-$99,999",2,0,1,1,0,0,0,0,0
87521,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,,12th grade,Yes,,YES,Condom,Baptist/Southern Baptist,More than once a week,22 YEARS,BACHELOR'S DEGREE,BLACK,"Has been pregnant, but has never been married",YES,17,4 PARTNERS,Condom,PROTESTANT,Working full-time,"$40,000-$49,999",7,1,1,1,1,1,1,1,
87523,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,10th grade,Yes,,YES,Condom,Baptist/Southern Baptist,Once or twice a year,17 YEARS,11TH GRADE,WHITE,,,15,2 PARTNERS,Condom,PROTESTANT,In school,"$15,000-$19,999",5,1,1,1,1,1,0,0,1
87525,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,Yes,,,,Fundamentalist Protestant,Once a week,21 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,PROTESTANT,Working full-time,"$20,000-$24,999",2,1,0,0,0,0,0,1,0
87526,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,No,,,,Protestant - No specific denomination,3-11 times a year,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,$5000-$7499,0,0,0,0,0,0,0,0,0
87527,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,More than once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,,,17,2 PARTNERS,Pill,PROTESTANT,Not working but looking for work,$5000-$7499,3,1,1,1,0,0,0,0,1
87536,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,No,,YES,"Withdrawal, pulling out",Catholic,More than once a week,21 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,18,1 PARTNER,Withdrawal,NO RELIGION,Working part-time,"$25,000-$29,999",4,1,0,0,1,1,0,1,
87537,NEVER MARRIED,No,No,Yes,Yes,Don't know,No,,Yes,,,,Catholic,2-3 times a month,16 YEARS,11TH GRADE,WHITE,,,,NONE,,NO RELIGION,Not working but looking for work,"$100,000 or more",0,0,0,0,0,0,0,0,0
87539,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,10th grade,Yes,,YES,Birth control pills,"Methodist, Lutheran, Presbyterian, Episcopal",3-11 times a year,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Pill,PROTESTANT,Working part-time,"$60,000-$74,999",2,0,1,0,1,0,0,0,1
87548,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Birth control pills,Protestant - No specific denomination,3-11 times a year,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,21,1 PARTNER,Pill,PROTESTANT,Working part-time,"$20,000-$24,999",2,1,0,0,1,0,0,0,1
87553,NEVER MARRIED,Yes,Yes,Yes,Yes,LESS THAN 18 YEARS,,8th grade,,,NO,,Catholic,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,14,1 PARTNER,Did not use a method at 1st intercourse,NO RELIGION,Working full-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,
87556,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,,11th grade,Yes,,YES,Birth control pills,Protestant - No specific denomination,Once or twice a year,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,17,50 OR MORE PARTNERS,Pill,PROTESTANT,Working full-time,"$30,000-$34,999",7,1,1,1,1,1,1,1,
87569,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Catholic,Once a week,16 YEARS,10TH GRADE,OTHER,,,,NONE,,CATHOLIC,Keeping house,"$50,000-$59,999",1,0,0,0,0,0,0,1,0
87571,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,No religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,NO RELIGION,In school,"$60,000-$74,999",0,0,0,0,0,0,0,0,0
87583,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,Yes,8th grade,No,,YES,Condom,Baptist/Southern Baptist,More than once a week,16 YEARS,10TH GRADE,WHITE,,,12,2 PARTNERS,Condom,PROTESTANT,Working part-time,"$10,000-$12,499",0,0,0,0,0,0,0,0,1
87593,EVER MARRIED,Yes,Yes,Yes,Yes,LESS THAN 18 YEARS,,Not in school,No,NONE,NO,,Catholic,Once a month (about 12 times a year),24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,13-24 months,NO,15,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,Keeping house,Under $5000,0,0,0,0,0,0,0,0,0
87603,EVER MARRIED,Yes,Yes,Yes,No,25-29 YEARS,,11th grade,,4 PARTNERS,YES,Birth control pills,"Methodist, Lutheran, Presbyterian, Episcopal",,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,YES,17,7 PARTNERS,Pill,PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$60,000-$74,999",0,0,0,0,0,0,0,0,1
87604,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,,Yes,,YES,Condom,Protestant - No specific denomination,Once or twice a year,21 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,20,1 PARTNER,Condom,PROTESTANT,Working part-time,$5000-$7499,2,0,0,0,0,0,1,1,1
87605,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,10th grade,Yes,,YES,"Withdrawal, pulling out",No religion,Never,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Withdrawal,NO RELIGION,Working part-time,"$25,000-$29,999",0,0,0,0,0,0,0,0,1
87614,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Baptist/Southern Baptist,Once a week,17 YEARS,11TH GRADE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$100,000 or more",2,0,0,0,1,0,0,1,0
87618,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,,Yes,,YES,Birth control pills,Baptist/Southern Baptist,2-3 times a month,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,7 PARTNERS,Pill,PROTESTANT,Working full-time,"$50,000-$59,999",5,1,1,1,1,0,1,0,
87622,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,Yes,10th grade,Yes,,YES,Condom,No religion,Never,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,16,4 PARTNERS,Condom,NO RELIGION,"Working, but on vacation, strike, or had temporary illness",$5000-$7499,2,1,0,0,0,0,0,1,1
87631,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,10th grade,,,NO,,Catholic,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,15,3 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,
87632,NEVER MARRIED,No,No,No,Yes,Don't know,Yes,,,,YES,Condom,No religion,,25 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,18,5 PARTNERS,Condom,NO RELIGION,Not working but looking for work,"$10,000-$12,499",0,0,0,0,0,0,0,0,1
87641,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,Yes,10th grade,Yes,,YES,"Withdrawal, pulling out",Baptist/Southern Baptist,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,,,15,1 PARTNER,Withdrawal,PROTESTANT,Working part-time,"$30,000-$34,999",7,1,1,1,1,1,1,1,1
87645,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,10th grade,,,YES,Condom,Other Protestant denomination,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,15,8 PARTNERS,Condom,PROTESTANT,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,
87647,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Catholic,2-3 times a month,16 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,In school,"$30,000-$34,999",7,1,1,1,1,1,1,1,0
87651,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$75,000-$99,999",7,1,1,1,1,1,1,1,0
87654,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,No,,,,Protestant - No specific denomination,Never,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,PROTESTANT,Working full-time,"$75,000-$99,999",4,1,1,0,1,1,0,0,0
87656,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,No,,No,,,,No religion,Once or twice a year,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,In school,"$20,000-$24,999",7,1,1,1,1,1,1,1,0
87661,NEVER MARRIED,Yes,Yes,No,No,MOTHER OR MOTHER-FIGURE DID NOT HAVE ANY CHILDREN,No,,No,,,,Baptist/Southern Baptist,2-3 times a month,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,PROTESTANT,In school,Under $5000,5,1,1,0,1,1,0,1,0
87662,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,Yes,,,,Fundamentalist Protestant,More than once a week,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,"$12,500-$14,999",2,1,0,0,0,0,0,1,0
87663,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,No,,No,,,,No religion,Never,16 YEARS,10TH GRADE,WHITE,,,,NONE,,NO RELIGION,In school,"$25,000-$29,999",4,1,1,1,0,0,0,1,0
87667,EVER MARRIED,Yes,Yes,No,No,LESS THAN 18 YEARS,,9th grade,,3 PARTNERS,NO,,Baptist/Southern Baptist,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,YES,14,3 PARTNERS,Did not use a method at 1st intercourse,NO RELIGION,Keeping house,"$35,000-$39,999",0,0,0,0,0,0,0,0,1
87669,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,No,,Yes,,,,Other Protestant denomination,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$12,500-$14,999",3,0,1,0,0,1,0,1,0
87673,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,10th grade,,,YES,Condom,Fundamentalist Protestant,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,16,7 PARTNERS,Condom,PROTESTANT,Keeping house,$7500-$9999,0,0,0,0,0,0,0,0,
87685,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Fundamentalist Protestant,More than once a week,18 YEARS,11TH GRADE,OTHER,,,,NONE,,PROTESTANT,Other,"$100,000 or more",0,0,0,0,0,0,0,0,0
87686,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Catholic,Never,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,In school,"$75,000-$99,999",5,1,1,1,1,0,1,0,0
87687,NEVER MARRIED,No,No,No,No,Don't know,,9th grade,No,,YES,Condom,Other religion,3-11 times a year,17 YEARS,10TH GRADE,BLACK,"Has been pregnant, but has never been married",YES,15,3 PARTNERS,Condom,OTHER RELIGIONS,Keeping house,"$35,000-$39,999",7,1,1,1,1,1,1,1,
87693,EVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,11th grade,No,2 PARTNERS,YES,Condom,Catholic,2-3 times a month,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,13-24 months,,17,2 PARTNERS,Condom,CATHOLIC,Working full-time,"$60,000-$74,999",3,1,1,0,1,0,0,0,1
87696,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Other,"$40,000-$49,999",5,1,0,0,1,1,1,1,0
87700,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Baptist/Southern Baptist,Never,19 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Not working but looking for work,"$12,500-$14,999",0,0,0,0,0,0,0,0,0
87708,NEVER MARRIED,No,No,No,Yes,18-19 YEARS,,9th grade,Yes,,YES,Birth control pills,No religion,Never,23 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,14,50 OR MORE PARTNERS,Pill,NO RELIGION,Working part-time,"$35,000-$39,999",7,1,1,1,1,1,1,1,
87715,NEVER MARRIED,Yes,Yes,No,No,20-24 YEARS,Yes,,,,YES,Condom,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,23,1 PARTNER,Condom,NO RELIGION,Not working but looking for work,"$25,000-$29,999",0,0,0,0,0,0,0,0,1
87724,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,1st year in college,Yes,,YES,Birth control pills,Catholic,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,10,Pill,CATHOLIC,Working full-time,"$100,000 or more",0,0,0,0,0,0,0,0,
87729,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,,,,YES,Condom,Catholic,,25 YEARS,BACHELOR'S DEGREE,WHITE,,,22,1 PARTNER,Condom,NO RELIGION,Keeping house,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
87736,EVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,9th grade,Yes,3 PARTNERS,YES,"Withdrawal, pulling out",Catholic,3-11 times a year,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,YES,15,3 PARTNERS,Withdrawal,NO RELIGION,In school,"$100,000 or more",2,0,0,0,1,1,0,0,1
87737,NEVER MARRIED,No,No,Don't know,Yes,20-24 YEARS,No,,Yes,,,,Catholic,3-11 times a year,18 YEARS,11TH GRADE,WHITE,,,,NONE,,CATHOLIC,In school,"$40,000-$49,999",3,1,0,0,0,1,0,1,0
87740,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,,,,YES,Condom,Protestant - No specific denomination,,25 YEARS,BACHELOR'S DEGREE,WHITE,,,18,1 PARTNER,Condom,PROTESTANT,Working full-time,"$15,000-$19,999",0,0,0,0,0,0,0,0,1
87742,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,"Methodist, Lutheran, Presbyterian, Episcopal",Once a month (about 12 times a year),23 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$30,000-$34,999",0,0,0,0,0,0,0,0,0
87743,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,No,,No,,,,Catholic,Once a week,17 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,Working full-time,$7500-$9999,6,1,1,1,1,1,0,1,0
87744,NEVER MARRIED,No,No,Yes,Don't know,30 OR OLDER,No,,No,,,,Other Protestant denomination,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,$7500-$9999,3,1,0,0,1,0,0,1,0
87760,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,No,,Yes,,,,"Methodist, Lutheran, Presbyterian, Episcopal",Once or twice a year,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$100,000 or more",5,1,1,1,1,1,0,0,0
87778,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,10th grade,Yes,,NO,,Catholic,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,15,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,Working part-time,Under $5000,2,0,0,0,1,1,0,0,
87779,NEVER MARRIED,No,No,Yes,No,,No,,Yes,,,,Catholic,Never,16 YEARS,10TH GRADE,WHITE,,,,NONE,,OTHER RELIGIONS,In school,"$40,000-$49,999",2,0,0,1,1,0,0,0,0
87788,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,10th grade,No,,YES,Condom,Protestant - No specific denomination,Once a month (about 12 times a year),19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,3 PARTNERS,Condom,PROTESTANT,Working part-time,"$60,000-$74,999",4,1,0,0,1,1,0,1,1
87798,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,2-3 times a month,17 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,Working part-time,"$100,000 or more",7,1,1,1,1,1,1,1,0
87801,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Baptist/Southern Baptist,3-11 times a year,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Other,"$50,000-$59,999",6,1,1,1,1,1,0,1,0
87802,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,,Yes,,YES,Birth control pills,Other religion,Once or twice a year,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,19,3 PARTNERS,Pill,OTHER RELIGIONS,Working part-time,"$35,000-$39,999",7,1,1,1,1,1,1,1,
87803,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,11th grade,Yes,,YES,Birth control pills,Other Protestant denomination,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Pill,PROTESTANT,Other,"$100,000 or more",4,1,1,1,0,0,1,0,1
87807,NEVER MARRIED,Yes,Yes,No,No,30 OR OLDER,Yes,11th grade,Yes,,YES,Condom,Baptist/Southern Baptist,2-3 times a month,19 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,16,6 PARTNERS,Condom,PROTESTANT,Working part-time,"$25,000-$29,999",2,0,0,0,1,0,0,1,1
87808,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Birth control pills,Protestant - No specific denomination,More than once a week,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,9 PARTNERS,Pill,PROTESTANT,Working full-time,"$20,000-$24,999",4,1,1,1,0,0,0,1,1
87810,EVER MARRIED,No,No,Yes,No,20-24 YEARS,,7th grade,,12,YES,Condom,No religion,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,First conception before marriage,YES,14,12,Condom,NO RELIGION,Working part-time,"$20,000-$24,999",0,0,0,0,0,0,0,0,1
87811,NEVER MARRIED,No,No,No,No,30 OR OLDER,Yes,12th grade,Yes,,YES,"Withdrawal, pulling out",Protestant - No specific denomination,More than once a week,23 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,OTHER,,,17,6 PARTNERS,Withdrawal,PROTESTANT,Working full-time,$5000-$7499,0,0,0,0,0,0,0,0,1
87816,EVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,11th grade,Yes,10,YES,Condom,Fundamentalist Protestant,More than once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,First conception before marriage,YES,16,10,Condom,PROTESTANT,Keeping house,"$50,000-$59,999",7,1,1,1,1,1,1,1,1
87821,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,No,,Yes,,,,Other Protestant denomination,Once or twice a year,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,Other,"$100,000 or more",0,0,0,0,0,0,0,0,0
87823,NEVER MARRIED,Yes,Yes,Yes,Yes,30 OR OLDER,Yes,,Yes,,YES,Condom,Catholic,2-3 times a month,22 YEARS,BACHELOR'S DEGREE,OTHER,,,19,3 PARTNERS,Condom,NO RELIGION,Working part-time,"$100,000 or more",4,1,0,1,1,0,0,1,1
87824,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Other Protestant denomination,More than once a week,15 YEARS,9TH GRADE OR LESS,OTHER,,,,NONE,,PROTESTANT,In school,"$15,000-$19,999",5,1,1,1,1,0,0,1,0
87828,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,Yes,,YES,Condom,Baptist/Southern Baptist,Once a week,23 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,"Has been pregnant, but has never been married",,20,2 PARTNERS,Condom,PROTESTANT,Working part-time,"$15,000-$19,999",7,1,1,1,1,1,1,1,
87831,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,17 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,"$15,000-$19,999",1,0,0,0,0,0,0,1,0
87844,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,,9th grade,Yes,,YES,Condom,Catholic,Never,24 YEARS,BACHELOR'S DEGREE,WHITE,,,14,10,Condom,NO RELIGION,In school,Under $5000,1,0,0,0,0,0,0,1,
87846,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,3-11 times a year,22 YEARS,BACHELOR'S DEGREE,WHITE,,,16,3 PARTNERS,Pill,PROTESTANT,Working full-time,"$60,000-$74,999",4,0,1,1,1,0,0,1,1
87859,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,,Yes,,YES,Condom,Fundamentalist Protestant,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,4 PARTNERS,Condom,PROTESTANT,In school,"$75,000-$99,999",3,1,0,0,1,0,0,1,1
87867,NEVER MARRIED,Yes,Yes,Yes,No,,Yes,11th grade,Yes,,YES,Condom,Catholic,2-3 times a month,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,,,15,2 PARTNERS,Condom,CATHOLIC,Working part-time,"$12,500-$14,999",7,1,1,1,1,1,1,1,1
87869,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,No,,,,Protestant - No specific denomination,3-11 times a year,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,Keeping house,"$15,000-$19,999",3,0,1,0,1,0,0,1,0
87871,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,10th grade,,,YES,Birth control pills,Protestant - No specific denomination,,25 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,16,10,Pill,PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$50,000-$59,999",0,0,0,0,0,0,0,0,1
87874,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,Yes,11th grade,Yes,,YES,Condom,No religion,Never,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,17,1 PARTNER,Condom,NO RELIGION,In school,"$100,000 or more",3,1,1,0,1,0,0,0,1
87875,EVER MARRIED,Yes,Yes,Yes,No,18-19 YEARS,,9th grade,Yes,9 PARTNERS,YES,Condom,Baptist/Southern Baptist,Once a week,23 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,0-12 months,,14,10,Condom,PROTESTANT,Working full-time,$7500-$9999,7,1,1,1,1,1,1,1,1
87876,NEVER MARRIED,Yes,Yes,Yes,No,25-29 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,"Methodist, Lutheran, Presbyterian, Episcopal",Never,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,15,2 PARTNERS,Pill,PROTESTANT,Working full-time,"$12,500-$14,999",7,1,1,1,1,1,1,1,1
87877,NEVER MARRIED,No,No,No,No,25-29 YEARS,No,,No,,,,No religion,Never,17 YEARS,11TH GRADE,WHITE,,,,NONE,,NO RELIGION,In school,$7500-$9999,0,0,0,0,0,0,0,0,0
